20140901,263803275.9942464,336496812.10174865
20140902,265799626.49444497,310415355.27096754
20140903,255159728.59440964,312718771.0429053
20140904,236239889.10533723,294112566.8711818
20140905,198131100.17328805,283634807.44709426
20140906,145796376.58186495,229827573.08272657
20140907,152338240.71722755,248719228.66227302
20140908,258568793.80543777,337693270.7494194
20140909,260565144.3056165,311611813.91863096
20140910,249925246.40562308,313915229.6905675
20140911,231005406.916564,295309025.5189012
20140912,192896617.98444062,284831266.09475726
20140913,140561894.3930562,231024031.73046556
20140914,147103758.528417,249915687.30993035
20140915,253334311.61648944,338889729.3970029
20140916,255330662.11675212,312808272.56623083
20140917,244690764.21667376,315111688.338146
20140918,225770924.7276374,296505484.1664718
20140919,187662135.7955167,286027724.7423202
20140920,135327412.20419276,232220490.37803936
20140921,141869276.33948493,251112145.95753515
20140922,248099829.42754108,340086188.04458636
20140923,250096179.92785323,314004731.21384394
20140924,239456282.02784815,316308146.9857925
20140925,220536442.5387874,297701942.8141168
20140926,182427653.606723,287224183.3899939
20140927,130092930.01532301,233416949.0256725
20140928,136634794.15064085,252308604.6051018
20140929,242865347.23873308,341282646.6921995
20140930,244861697.73902345,315201189.86143076
