f_date,input_date,s_input_date,week_of_year,input_week_day,puin,cnt
20191022,20191011,2019-10-11,41,5,3531033244,291
20191022,20190822,2019-08-22,34,4,1542698720,511
20191022,20190826,2019-08-26,35,1,3617694639,501
20191022,20190904,2019-09-04,36,3,1781806667,1283
20191022,20190910,2019-09-10,37,2,1759863460,813
20191022,20190915,2019-09-15,37,7,1504400350,499
20191022,20191002,2019-10-02,40,3,1781808703,763
20191022,20191014,2019-10-14,42,1,1686044523,500
20191022,20191015,2019-10-15,42,2,1992602239,119
20191022,20190820,2019-08-20,34,2,1921425583,152
20191022,20190823,2019-08-23,34,5,1001000286250,356
20191022,20190905,2019-09-05,36,4,3592397569,1550
20191022,20190921,2019-09-21,38,6,1781807945,984
20191022,20190929,2019-09-29,39,7,1848146723,805
20191022,20190910,2019-09-10,37,2,1685943040,501
20191022,20190915,2019-09-15,37,7,1781810030,961
20191022,20191017,2019-10-17,42,4,3201287628,499
20191022,20191014,2019-10-14,42,1,1656351064,500
20191022,20190915,2019-09-15,37,7,1921426906,500
20191022,20190905,2019-09-05,36,4,1833528556,499
20191022,20191017,2019-10-17,42,4,1693921771,528
20191022,20191019,2019-10-19,42,6,3321779464,122
20191022,20190826,2019-08-26,35,1,1598232245,50
20191022,20191006,2019-10-06,40,7,1781808471,831
20191022,20191008,2019-10-08,41,2,1781810497,1234
20191022,20191009,2019-10-09,41,3,1701790981,436
20191022,20191011,2019-10-11,41,5,2105858172,424
20191022,20191014,2019-10-14,42,1,1759863460,897
20191022,20190903,2019-09-03,36,2,1921424720,421
20191022,20191022,2019-10-22,43,2,2976786729,1
20191022,20190927,2019-09-27,39,5,1781809819,1212
20191022,20191003,2019-10-03,40,4,1001001980328,372
20191022,20191015,2019-10-15,42,2,1781807945,1187
20191022,20190923,2019-09-23,39,1,3428867428,470
20191022,20190907,2019-09-07,36,6,1781809819,931
20191022,20190831,2019-08-31,35,6,1781808143,1001
20191022,20190910,2019-09-10,37,2,1781808703,1376
20191022,20190911,2019-09-11,37,3,1992602239,4229
20191022,20190926,2019-09-26,39,4,1781807461,1237
20191022,20190903,2019-09-03,36,2,2252326496,462
20191022,20191016,2019-10-16,42,3,1848146723,871
20191022,20191017,2019-10-17,42,4,2680486890,500
20191022,20191003,2019-10-03,40,4,1781807945,702
20191022,20190822,2019-08-22,34,4,1921424720,499
20191022,20191015,2019-10-15,42,2,2153886484,294
20191022,20191008,2019-10-08,41,2,1001000286250,323
20191022,20190817,2019-08-17,33,6,2153886484,180
20191022,20190922,2019-09-22,38,7,1542698720,201
20191022,20190929,2019-09-29,39,7,3321779464,139
20191022,20190912,2019-09-12,37,4,2164312964,299
20191022,20190913,2019-09-13,37,5,1001001962555,488
20191022,20190929,2019-09-29,39,7,1686044523,498
20191022,20190930,2019-09-30,40,1,1001001877189,500
20191022,20191013,2019-10-13,41,7,1685943040,221
20191022,20190915,2019-09-15,37,7,1615989293,499
20191022,20190908,2019-09-08,36,7,1001001962555,108
20191022,20191014,2019-10-14,42,1,1693921771,500
20191022,20190904,2019-09-04,36,3,1781809819,1295
20191022,20190909,2019-09-09,37,1,1781807016,1204
20191022,20190909,2019-09-09,37,1,1001000286087,398
20191022,20190916,2019-09-16,38,1,2252326496,240
20191022,20190919,2019-09-19,38,4,1781806667,1205
20191022,20190923,2019-09-23,39,1,3332834764,487
20191022,20191021,2019-10-21,43,1,1001000286087,1020
20191022,20191021,2019-10-21,43,1,1781810443,1187
20191022,20191022,2019-10-22,43,2,1781807441,1164
20191022,20190922,2019-09-22,38,7,1001001962555,500
20191022,20190828,2019-08-28,35,3,1598232245,50
20191022,20191006,2019-10-06,40,7,1803170283,500
20191022,20191009,2019-10-09,41,3,2478637939,1789
20191022,20191004,2019-10-04,40,5,1781806734,950
20191022,20191010,2019-10-10,41,4,1683952717,248
20191022,20191018,2019-10-18,42,5,1542698720,458
20191022,20191012,2019-10-12,41,6,1140173450,58
20191022,20190903,2019-09-03,36,2,2269829235,309
20191022,20190904,2019-09-04,36,3,1781810497,1322
20191022,20190929,2019-09-29,39,7,2713129639,230591
20191022,20190926,2019-09-26,39,4,3332834764,498
20191022,20190824,2019-08-24,34,6,1001000197449,1
20191022,20191013,2019-10-13,41,7,1001000286250,322
20191022,20190909,2019-09-09,37,1,1781809819,1322
20191022,20190916,2019-09-16,38,1,1803170283,500
20191022,20190917,2019-09-17,38,2,2478637939,1170
20191022,20190925,2019-09-25,39,3,3473823790,2105
20191022,20190916,2019-09-16,38,1,3021573833,274
20191022,20190919,2019-09-19,38,4,1001001877189,455
20191022,20190921,2019-09-21,38,6,1781810443,935
20191022,20190821,2019-08-21,34,3,1781807441,1365
20191022,20190901,2019-09-01,35,7,1694814142,500
20191022,20190928,2019-09-28,39,6,1542698720,237
20191022,20190823,2019-08-23,34,5,1504400350,500
20191022,20190820,2019-08-20,34,2,1781810030,1543
20191022,20190821,2019-08-21,34,3,1781808143,1429
20191022,20190824,2019-08-24,34,6,3107361624,168
20191022,20190825,2019-08-25,34,7,3428867428,382
20191022,20190826,2019-08-26,35,1,3107361624,851
20191022,20190904,2019-09-04,36,3,1660211396,498
20191022,20190917,2019-09-17,38,2,1001000037396,755
20191022,20191018,2019-10-18,42,5,2225130883,499
20191022,20190920,2019-09-20,38,5,1001000286250,376
20191022,20191008,2019-10-08,41,2,1660211396,499
20191022,20191009,2019-10-09,41,3,1001002030011,500
20191022,20191010,2019-10-10,41,4,1759863460,889
20191022,20190929,2019-09-29,39,7,1921426906,500
20191022,20191002,2019-10-02,40,3,1781808832,740
20191022,20190827,2019-08-27,35,2,1781810443,1169
20191022,20190903,2019-09-03,36,2,1781809449,1295
20191022,20190914,2019-09-14,37,6,1663272562,500
20191022,20191009,2019-10-09,41,3,2606863014,467
20191022,20191015,2019-10-15,42,2,1001000037396,348
20191022,20191019,2019-10-19,42,6,1598232245,196
20191022,20191003,2019-10-03,40,4,1781810443,732
20191022,20191021,2019-10-21,43,1,1701790981,2
20191022,20191004,2019-10-04,40,5,731289971,500
20191022,20191020,2019-10-20,42,7,1781808703,977
20191022,20190827,2019-08-27,35,2,1643982571,500
20191022,20190915,2019-09-15,37,7,1833528556,500
20191022,20190921,2019-09-21,38,6,2269829235,408
20191022,20190923,2019-09-23,39,1,2105858172,407
20191022,20190924,2019-09-24,39,2,1781807016,1338
20191022,20190904,2019-09-04,36,3,1001000037396,1092
20191022,20190902,2019-09-02,36,1,2680486890,499
20191022,20190909,2019-09-09,37,1,1781808719,1188
20191022,20190917,2019-09-17,38,2,1921431481,250
20191022,20190831,2019-08-31,35,6,2158351255,628
20191022,20190923,2019-09-23,39,1,1781806909,1158
20191022,20191002,2019-10-02,40,3,1001001877189,500
20191022,20190825,2019-08-25,34,7,1001000196957,124
20191022,20191016,2019-10-16,42,3,1921424720,493
20191022,20190825,2019-08-25,34,7,1504400350,500
20191022,20190929,2019-09-29,39,7,1781808471,1112
20191022,20191002,2019-10-02,40,3,3473823790,898
20191022,20191014,2019-10-14,42,1,3507123484,541
20191022,20191016,2019-10-16,42,3,1656351064,497
20191022,20191005,2019-10-05,40,6,1781809788,694
20191022,20190912,2019-09-12,37,4,2478637939,300
20191022,20190920,2019-09-20,38,5,3357604587,248
20191022,20190914,2019-09-14,37,6,3516139149,467
20191022,20190903,2019-09-03,36,2,1683952717,1216
20191022,20190929,2019-09-29,39,7,226864582,500
20191022,20190902,2019-09-02,36,1,3107361624,758
20191022,20191016,2019-10-16,42,3,1781808719,1196
20191022,20190902,2019-09-02,36,1,1685943040,157
20191022,20190819,2019-08-19,34,1,1921424720,371
20191022,20191017,2019-10-17,42,4,3617694639,500
20191022,20190912,2019-09-12,37,4,1781808703,1285
20191022,20190919,2019-09-19,38,4,3507123484,401
20191022,20191008,2019-10-08,41,2,1781808471,1220
20191022,20191019,2019-10-19,42,6,1659296564,503
20191022,20190927,2019-09-27,39,5,731289971,500
20191022,20190820,2019-08-20,34,2,2976786729,732
20191022,20190910,2019-09-10,37,2,2269829235,292
20191022,20190924,2019-09-24,39,2,1921421883,500
20191022,20191013,2019-10-13,41,7,1504400350,194
20191022,20191007,2019-10-07,41,1,1781809449,853
20191022,20191007,2019-10-07,41,1,1921431481,402
20191022,20191008,2019-10-08,41,2,1833528556,500
20191022,20190821,2019-08-21,34,3,1992602239,4847
20191022,20190830,2019-08-30,35,5,1140173450,289
20191022,20190827,2019-08-27,35,2,1781809449,1309
20191022,20190923,2019-09-23,39,1,1781808471,1243
20191022,20190825,2019-08-25,34,7,1921426906,125
20191022,20191012,2019-10-12,41,6,1683952717,844
20191022,20190915,2019-09-15,37,7,1759863460,780
20191022,20190825,2019-08-25,34,7,2478637939,250
20191022,20190919,2019-09-19,38,4,3531033244,468
20191022,20191002,2019-10-02,40,3,1659296564,500
20191022,20191001,2019-10-01,40,2,1683952717,45
20191022,20190830,2019-08-30,35,5,1001000823087,4
20191022,20191008,2019-10-08,41,2,1992602239,65
20191022,20191017,2019-10-17,42,4,3531033244,421
20191022,20190822,2019-08-22,34,4,2713129639,267305
20191022,20190823,2019-08-23,34,5,1921424720,496
20191022,20190911,2019-09-11,37,3,2269829235,420
20191022,20190916,2019-09-16,38,1,3592397569,1191
20191022,20190918,2019-09-18,38,3,1781808703,1351
20191022,20190930,2019-09-30,40,1,2976786729,676
20191022,20190910,2019-09-10,37,2,1783638386,500
20191022,20190818,2019-08-18,33,7,2105858172,133
20191022,20190922,2019-09-22,38,7,3357604587,148
20191022,20190825,2019-08-25,34,7,1701790981,498
20191022,20190905,2019-09-05,36,4,1781808719,1301
20191022,20190910,2019-09-10,37,2,1001000286250,389
20191022,20190914,2019-09-14,37,6,1781808832,929
20191022,20190918,2019-09-18,38,3,1683952717,1693
20191022,20191009,2019-10-09,41,3,1001001962555,500
20191022,20190918,2019-09-18,38,3,1001000286250,407
20191022,20191005,2019-10-05,40,6,1992602239,82
20191022,20190831,2019-08-31,35,6,1504400350,481
20191022,20190827,2019-08-27,35,2,2164312964,414
20191022,20190828,2019-08-28,35,3,2713129639,277541
20191022,20190922,2019-09-22,38,7,2225130883,509
20191022,20190930,2019-09-30,40,1,2105858172,346
20191022,20190903,2019-09-03,36,2,3021573833,1290
20191022,20191006,2019-10-06,40,7,1781809788,856
20191022,20191019,2019-10-19,42,6,3473823790,2008
20191022,20190821,2019-08-21,34,3,1542698720,427
20191022,20190901,2019-09-01,35,7,1781806251,1053
20191022,20190922,2019-09-22,38,7,1781810030,1003
20191022,20190930,2019-09-30,40,1,1643982571,497
20191022,20191022,2019-10-22,43,2,1694814142,30
20191022,20191018,2019-10-18,42,5,1781807016,1226
20191022,20190816,2019-08-16,33,5,2153886484,458
20191022,20190826,2019-08-26,35,1,3021573833,1059
20191022,20190926,2019-09-26,39,4,1001001877189,501
20191022,20190928,2019-09-28,39,6,1781807016,1047
20191022,20190930,2019-09-30,40,1,1685943040,501
20191022,20190917,2019-09-17,38,2,2252326496,240
20191022,20191015,2019-10-15,42,2,3332834764,498
20191022,20191006,2019-10-06,40,7,1001002030011,499
20191022,20191011,2019-10-11,41,5,2225130883,500
20191022,20190824,2019-08-24,34,6,1781808719,877
20191022,20190822,2019-08-22,34,4,1643982571,500
20191022,20190930,2019-09-30,40,1,1848146723,801
20191022,20191010,2019-10-10,41,4,1001002030011,498
20191022,20190830,2019-08-30,35,5,1781806251,1429
20191022,20190911,2019-09-11,37,3,2105858172,399
20191022,20190919,2019-09-19,38,4,1781809819,1411
20191022,20190928,2019-09-28,39,6,2680486890,499
20191022,20190929,2019-09-29,39,7,2225130883,501
20191022,20190823,2019-08-23,34,5,1781809788,1450
20191022,20191019,2019-10-19,42,6,1656351064,500
20191022,20191018,2019-10-18,42,5,2976786729,1
20191022,20190819,2019-08-19,34,1,1781806251,1435
20191022,20190824,2019-08-24,34,6,1781807216,752
20191022,20190828,2019-08-28,35,3,1659296564,500
20191022,20191008,2019-10-08,41,2,1615989293,493
20191022,20191014,2019-10-14,42,1,3516139149,331
20191022,20190903,2019-09-03,36,2,1921426906,303
20191022,20190930,2019-09-30,40,1,2680486890,500
20191022,20190930,2019-09-30,40,1,1781809788,1093
20191022,20190904,2019-09-04,36,3,3021573833,1526
20191022,20190921,2019-09-21,38,6,1781807216,997
20191022,20190913,2019-09-13,37,5,1781807461,990
20191022,20190927,2019-09-27,39,5,3516139149,556
20191022,20191016,2019-10-16,42,3,2252326496,362
20191022,20190830,2019-08-30,35,5,1598232245,50
20191022,20191006,2019-10-06,40,7,2164312964,176
20191022,20191001,2019-10-01,40,2,1759863460,850
20191022,20191003,2019-10-03,40,4,1694814142,500
20191022,20190918,2019-09-18,38,3,1759863460,699
20191022,20191010,2019-10-10,41,4,2164312964,556
20191022,20190823,2019-08-23,34,5,1542698720,436
20191022,20190823,2019-08-23,34,5,1781808703,1373
20191022,20190825,2019-08-25,34,7,1781809449,790
20191022,20190913,2019-09-13,37,5,1781807016,975
20191022,20190916,2019-09-16,38,1,1759863460,844
20191022,20190924,2019-09-24,39,2,3531033244,474
20191022,20190824,2019-08-24,34,6,1542698720,242
20191022,20190904,2019-09-04,36,3,1683952717,1241
20191022,20190923,2019-09-23,39,1,1781808719,1262
20191022,20190924,2019-09-24,39,2,3592397569,955
20191022,20190913,2019-09-13,37,5,1781810497,1084
20191022,20191014,2019-10-14,42,1,3617694639,500
20191022,20190909,2019-09-09,37,1,3021573833,1416
20191022,20190924,2019-09-24,39,2,1781808832,1280
20191022,20191011,2019-10-11,41,5,731289971,500
20191022,20191001,2019-10-01,40,2,3357604587,268
20191022,20191015,2019-10-15,42,2,2713129639,223277
20191022,20191021,2019-10-21,43,1,1781809788,1098
20191022,20190912,2019-09-12,37,4,1140173450,381
20191022,20190911,2019-09-11,37,3,1001000197107,423
20191022,20190927,2019-09-27,39,5,3321779464,401
20191022,20191004,2019-10-04,40,5,1781807016,864
20191022,20190913,2019-09-13,37,5,3021573833,1184
20191022,20190821,2019-08-21,34,3,1781807945,1426
20191022,20190927,2019-09-27,39,5,1140173450,494
20191022,20191003,2019-10-03,40,4,2478637939,1401
20191022,20190902,2019-09-02,36,1,1783638386,501
20191022,20191015,2019-10-15,42,2,1781806667,1268
20191022,20191014,2019-10-14,42,1,2269829235,200
20191022,20191017,2019-10-17,42,4,1921431481,500
20191022,20191012,2019-10-12,41,6,1693921771,499
20191022,20191003,2019-10-03,40,4,1656351064,500
20191022,20191021,2019-10-21,43,1,3321779464,308
20191022,20190912,2019-09-12,37,4,1781806734,1212
20191022,20190922,2019-09-22,38,7,1781807461,975
20191022,20190917,2019-09-17,38,2,1615989293,501
20191022,20190928,2019-09-28,39,6,1833528556,500
20191022,20190909,2019-09-09,37,1,1781806909,1244
20191022,20190910,2019-09-10,37,2,1781809819,1267
20191022,20190911,2019-09-11,37,3,1001000286250,444
20191022,20190906,2019-09-06,36,5,3021573833,1881
20191022,20191020,2019-10-20,42,7,1001001980328,200
20191022,20190827,2019-08-27,35,2,1804144853,257
20191022,20191010,2019-10-10,41,4,1921426906,499
20191022,20190903,2019-09-03,36,2,1921421883,497
20191022,20190919,2019-09-19,38,4,731289971,500
20191022,20190920,2019-09-20,38,5,1001001980328,508
20191022,20190922,2019-09-22,38,7,2713129639,251550
20191022,20190927,2019-09-27,39,5,1921425583,500
20191022,20190824,2019-08-24,34,6,2976786729,187
20191022,20190823,2019-08-23,34,5,2976786729,382
20191022,20191003,2019-10-03,40,4,1001000286087,140
20191022,20191017,2019-10-17,42,4,1781806734,1151
20191022,20191019,2019-10-19,42,6,1686044523,487
20191022,20191007,2019-10-07,41,1,1655241805,500
20191022,20191008,2019-10-08,41,2,1781809788,1175
20191022,20190907,2019-09-07,36,6,1781810030,903
20191022,20190921,2019-09-21,38,6,3201287628,497
20191022,20191019,2019-10-19,42,6,1542698720,227
20191022,20190817,2019-08-17,33,6,1781807216,1100
20191022,20190905,2019-09-05,36,4,1781807945,1269
20191022,20190919,2019-09-19,38,4,1781810030,1269
20191022,20191002,2019-10-02,40,3,1656351064,499
20191022,20191001,2019-10-01,40,2,1001000286250,507
20191022,20191015,2019-10-15,42,2,3516139149,296
20191022,20191004,2019-10-04,40,5,3107361624,174
20191022,20190820,2019-08-20,34,2,1693921771,510
20191022,20190828,2019-08-28,35,3,1803170283,495
20191022,20190917,2019-09-17,38,2,1781806667,1353
20191022,20190919,2019-09-19,38,4,1001000196957,353
20191022,20190920,2019-09-20,38,5,1001000197107,506
20191022,20190923,2019-09-23,39,1,1781809449,1244
20191022,20191019,2019-10-19,42,6,1781808719,998
20191022,20191008,2019-10-08,41,2,1781810443,1222
20191022,20190921,2019-09-21,38,6,1694814142,376
20191022,20190901,2019-09-01,35,7,2164312964,223
20191022,20191006,2019-10-06,40,7,1542698720,106
20191022,20190924,2019-09-24,39,2,1001001877189,500
20191022,20190826,2019-08-26,35,1,1803170283,99
20191022,20191014,2019-10-14,42,1,3531033244,468
20191022,20190816,2019-08-16,33,5,1781807016,1458
20191022,20190912,2019-09-12,37,4,1781808143,1271
20191022,20190916,2019-09-16,38,1,1656171864,500
20191022,20190923,2019-09-23,39,1,2252326496,237
20191022,20190906,2019-09-06,36,5,2164312964,1073
20191022,20190825,2019-08-25,34,7,1542698720,202
20191022,20191011,2019-10-11,41,5,1781807216,1171
20191022,20191016,2019-10-16,42,3,1781810443,1223
20191022,20190925,2019-09-25,39,3,3507123484,371
20191022,20190911,2019-09-11,37,3,2478637939,300
20191022,20190827,2019-08-27,35,2,2153886484,376
20191022,20190925,2019-09-25,39,3,1803170283,498
20191022,20190912,2019-09-12,37,4,1803170283,500
20191022,20191022,2019-10-22,43,2,3321779464,210
20191022,20191009,2019-10-09,41,3,1992602239,78
20191022,20191020,2019-10-20,42,7,3473823790,2542
20191022,20190816,2019-08-16,33,5,3357604587,1373
20191022,20190924,2019-09-24,39,2,1781807441,1235
20191022,20190928,2019-09-28,39,6,1781806251,947
20191022,20190826,2019-08-26,35,1,1781808471,1224
20191022,20190831,2019-08-31,35,6,3357604587,248
20191022,20190919,2019-09-19,38,4,2105858172,375
20191022,20190926,2019-09-26,39,4,1693921771,500
20191022,20191005,2019-10-05,40,6,3021573833,818
20191022,20191019,2019-10-19,42,6,1921421883,305
20191022,20191021,2019-10-21,43,1,1656351064,500
20191022,20191022,2019-10-22,43,2,3531033244,467
20191022,20191014,2019-10-14,42,1,3201287628,497
20191022,20191011,2019-10-11,41,5,2252326496,479
20191022,20191003,2019-10-03,40,4,1656171864,489
20191022,20190819,2019-08-19,34,1,1781808832,1448
20191022,20190902,2019-09-02,36,1,1686044523,500
20191022,20190915,2019-09-15,37,7,2976786729,134
20191022,20190829,2019-08-29,35,4,1781807216,1654
20191022,20190915,2019-09-15,37,7,1001001962555,498
20191022,20190919,2019-09-19,38,4,2225130883,433
20191022,20191020,2019-10-20,42,7,2713129639,219736
20191022,20191004,2019-10-04,40,5,1685943040,501
20191022,20190911,2019-09-11,37,3,1783638386,499
20191022,20190913,2019-09-13,37,5,3516139149,571
20191022,20190915,2019-09-15,37,7,1781807216,930
20191022,20190927,2019-09-27,39,5,1001001877189,500
20191022,20190912,2019-09-12,37,4,1686044523,499
20191022,20190923,2019-09-23,39,1,1781807441,1220
20191022,20191006,2019-10-06,40,7,3107361624,6
20191022,20191018,2019-10-18,42,5,1781808719,1170
20191022,20191014,2019-10-14,42,1,1781806251,1271
20191022,20191017,2019-10-17,42,4,1759863460,858
20191022,20190908,2019-09-08,36,7,2164312964,185
20191022,20190909,2019-09-09,37,1,1781807441,1236
20191022,20190925,2019-09-25,39,3,1781806734,1335
20191022,20190916,2019-09-16,38,1,1781807945,1144
20191022,20190913,2019-09-13,37,5,1803170283,500
20191022,20190913,2019-09-13,37,5,1921425583,10
20191022,20191018,2019-10-18,42,5,1921425583,500
20191022,20190910,2019-09-10,37,2,1686044523,500
20191022,20190915,2019-09-15,37,7,1001000197107,202
20191022,20190922,2019-09-22,38,7,3592397569,548
20191022,20190926,2019-09-26,39,4,2680486890,500
20191022,20190825,2019-08-25,34,7,2931323584,429
20191022,20190909,2019-09-09,37,1,2478637939,300
20191022,20190903,2019-09-03,36,2,1659296564,500
20191022,20190820,2019-08-20,34,2,1001000286087,8623
20191022,20190829,2019-08-29,35,4,2680486890,494
20191022,20190903,2019-09-03,36,2,1781809788,1363
20191022,20190911,2019-09-11,37,3,1001000196957,441
20191022,20190907,2019-09-07,36,6,1803170283,499
20191022,20190925,2019-09-25,39,3,1663272562,496
20191022,20190906,2019-09-06,36,5,3464284705,267
20191022,20191004,2019-10-04,40,5,1781810497,898
20191022,20191010,2019-10-10,41,4,1781809819,1269
20191022,20191017,2019-10-17,42,4,1803170283,500
20191022,20190822,2019-08-22,34,4,1781808703,1372
20191022,20190829,2019-08-29,35,4,1781806734,1600
20191022,20190917,2019-09-17,38,2,1683952717,1502
20191022,20190925,2019-09-25,39,3,1001001877189,499
20191022,20190903,2019-09-03,36,2,3592397569,1327
20191022,20190826,2019-08-26,35,1,1542698720,488
20191022,20191022,2019-10-22,43,2,1804144853,499
20191022,20190930,2019-09-30,40,1,1001002218595,501
20191022,20190902,2019-09-02,36,1,1663272562,285
20191022,20191017,2019-10-17,42,4,1921421883,500
20191022,20191010,2019-10-10,41,4,1001000196957,501
20191022,20191008,2019-10-08,41,2,1781809819,1261
20191022,20190825,2019-08-25,34,7,1781808719,839
20191022,20190829,2019-08-29,35,4,3592397569,883
20191022,20190918,2019-09-18,38,3,1781807016,1302
20191022,20190920,2019-09-20,38,5,1643982571,496
20191022,20191005,2019-10-05,40,6,1001000286250,361
20191022,20191011,2019-10-11,41,5,226864582,498
20191022,20191017,2019-10-17,42,4,3107361624,621
20191022,20190921,2019-09-21,38,6,1660211396,500
20191022,20190905,2019-09-05,36,4,3021573833,1517
20191022,20191006,2019-10-06,40,7,3357604587,190
20191022,20191008,2019-10-08,41,2,3107361624,919
20191022,20191010,2019-10-10,41,4,1781809449,1331
20191022,20190830,2019-08-30,35,5,1686044523,421
20191022,20191006,2019-10-06,40,7,1781808143,876
20191022,20191019,2019-10-19,42,6,1656171864,500
20191022,20190819,2019-08-19,34,1,1781807441,1461
20191022,20190908,2019-09-08,36,7,1781806667,1185
20191022,20190918,2019-09-18,38,3,1781806909,1307
20191022,20191019,2019-10-19,42,6,1921423202,500
20191022,20191017,2019-10-17,42,4,1140173450,220
20191022,20190826,2019-08-26,35,1,1701790981,495
20191022,20190919,2019-09-19,38,4,1001002030011,501
20191022,20191009,2019-10-09,41,3,1001002218595,500
20191022,20190826,2019-08-26,35,1,3464284705,403
20191022,20190901,2019-09-01,35,7,1781806734,1103
20191022,20190915,2019-09-15,37,7,1781807441,896
20191022,20191010,2019-10-10,41,4,3473823790,1205
20191022,20191016,2019-10-16,42,3,1783638386,470
20191022,20190820,2019-08-20,34,2,1781809819,1611
20191022,20190917,2019-09-17,38,2,1781809788,1318
20191022,20190915,2019-09-15,37,7,1001002030011,499
20191022,20190825,2019-08-25,34,7,1781808143,783
20191022,20190904,2019-09-04,36,3,2158351255,612
20191022,20190907,2019-09-07,36,6,1686044523,500
20191022,20190912,2019-09-12,37,4,1655241805,499
20191022,20190904,2019-09-04,36,3,1803170283,499
20191022,20190923,2019-09-23,39,1,1001002218595,500
20191022,20191004,2019-10-04,40,5,1781807216,873
20191022,20191021,2019-10-21,43,1,3464284705,501
20191022,20190918,2019-09-18,38,3,1685943040,443
20191022,20190929,2019-09-29,39,7,2105858172,105
20191022,20190816,2019-08-16,33,5,1781810030,1362
20191022,20190923,2019-09-23,39,1,1001001877189,499
20191022,20190927,2019-09-27,39,5,1001000197107,500
20191022,20190930,2019-09-30,40,1,1781807461,1095
20191022,20191001,2019-10-01,40,2,1781806667,1312
20191022,20191010,2019-10-10,41,4,1659296564,500
20191022,20190822,2019-08-22,34,4,1615989293,497
20191022,20190905,2019-09-05,36,4,3357604587,347
20191022,20190914,2019-09-14,37,6,1781807461,890
20191022,20190929,2019-09-29,39,7,1921424720,500
20191022,20191004,2019-10-04,40,5,2976786729,123
20191022,20190823,2019-08-23,34,5,1781810497,1426
20191022,20190831,2019-08-31,35,6,3428867428,247
20191022,20190918,2019-09-18,38,3,1781810030,1319
20191022,20190919,2019-09-19,38,4,1781807441,1257
20191022,20191008,2019-10-08,41,2,1686044523,499
20191022,20191011,2019-10-11,41,5,3592397569,2799
20191022,20191017,2019-10-17,42,4,1001000286087,1022
20191022,20191020,2019-10-20,42,7,1781807016,903
20191022,20190821,2019-08-21,34,3,3464284705,309
20191022,20190918,2019-09-18,38,3,1643982571,496
20191022,20190824,2019-08-24,34,6,1659296564,500
20191022,20190820,2019-08-20,34,2,3021573833,1058
20191022,20190825,2019-08-25,34,7,2158351255,616
20191022,20190831,2019-08-31,35,6,1001000196957,500
20191022,20190914,2019-09-14,37,6,2158351255,616
20191022,20190919,2019-09-19,38,4,1001000037396,500
20191022,20190820,2019-08-20,34,2,1694814142,499
20191022,20190827,2019-08-27,35,2,1615989293,449
20191022,20190928,2019-09-28,39,6,1693921771,498
20191022,20191015,2019-10-15,42,2,1783638386,499
20191022,20191005,2019-10-05,40,6,1685943040,501
20191022,20191014,2019-10-14,42,1,2105858172,531
20191022,20190907,2019-09-07,36,6,3107361624,10
20191022,20191003,2019-10-03,40,4,1781809788,753
20191022,20191004,2019-10-04,40,5,2164312964,183
20191022,20190818,2019-08-18,33,7,2164312964,169
20191022,20190923,2019-09-23,39,1,1804144853,500
20191022,20191001,2019-10-01,40,2,1781806909,1403
20191022,20190925,2019-09-25,39,3,1759863460,817
20191022,20190822,2019-08-22,34,4,1504400350,500
20191022,20190824,2019-08-24,34,6,1001000196957,159
20191022,20190831,2019-08-31,35,6,1781806909,1101
20191022,20190906,2019-09-06,36,5,1781808703,1451
20191022,20190923,2019-09-23,39,1,1781810497,1209
20191022,20191002,2019-10-02,40,3,1683952717,140
20191022,20191001,2019-10-01,40,2,1686044523,498
20191022,20191003,2019-10-03,40,4,1781806251,713
20191022,20190918,2019-09-18,38,3,1140173450,291
20191022,20191009,2019-10-09,41,3,1921424720,502
20191022,20191014,2019-10-14,42,1,1803170283,500
20191022,20190821,2019-08-21,34,3,1992812958,399
20191022,20190904,2019-09-04,36,3,1781808471,1298
20191022,20190904,2019-09-04,36,3,1804144853,503
20191022,20190915,2019-09-15,37,7,3321779464,312
20191022,20190919,2019-09-19,38,4,3617694639,463
20191022,20190923,2019-09-23,39,1,1643982571,495
20191022,20190925,2019-09-25,39,3,1001002218595,500
20191022,20190825,2019-08-25,34,7,1781809788,869
20191022,20190911,2019-09-11,37,3,1643982571,500
20191022,20190925,2019-09-25,39,3,1615989293,500
20191022,20191003,2019-10-03,40,4,1663272562,319
20191022,20191008,2019-10-08,41,2,3516139149,504
20191022,20191009,2019-10-09,41,3,2164312964,517
20191022,20191019,2019-10-19,42,6,2680486890,148
20191022,20190903,2019-09-03,36,2,1686044523,500
20191022,20190911,2019-09-11,37,3,1781809788,1429
20191022,20190911,2019-09-11,37,3,2164312964,341
20191022,20190914,2019-09-14,37,6,1833528556,499
20191022,20190906,2019-09-06,36,5,2252326496,487
20191022,20190829,2019-08-29,35,4,1542698720,487
20191022,20190816,2019-08-16,33,5,1781806667,1230
20191022,20190819,2019-08-19,34,1,1921423202,400
20191022,20190912,2019-09-12,37,4,1542698720,465
20191022,20190917,2019-09-17,38,2,1781810497,1368
20191022,20190927,2019-09-27,39,5,3201287628,500
20191022,20190928,2019-09-28,39,6,1659296564,500
20191022,20190902,2019-09-02,36,1,3428867428,261
20191022,20191011,2019-10-11,41,5,1781807016,1156
20191022,20191018,2019-10-18,42,5,1781809788,1161
20191022,20191011,2019-10-11,41,5,1001000286250,405
20191022,20190827,2019-08-27,35,2,1001000286250,407
20191022,20190917,2019-09-17,38,2,731289971,502
